id_comment,id_post,post_date,sentiment,content,id_status
24,51,,,cho em xin jd intern tester với ạ,2470
1,52,24-7-2022 11:54,,"SALEWORK tuyển dụng FULLSTACK DEV
Quyền lợi:
• Lương cứng 20 – 35 triệu /tháng. Thưởng hiệu quả công việc theo tháng. Xét tăng 2 lần/ năm.… Xem thêm",2472
2,52,,,e xin jd ạ thanks,2473
3,52,24-7-2022 15:14,,Em xin jd với ạ,2475
4,52,24-7-2022 11:35,,Em xin jd job,2477
5,52,27-7-2022 08:40,,Em xin jd ạ,2481
6,52,27-7-2022 00:26,,e xin job a,2483
7,52,29-7-2022 11:22,,em xin jd với ạ,2485
8,52,28-7-2022 14:02,,cị em xin jd ạ,2487
9,52,27-7-2022 16:41,,Em xin jd với ạ,2489
10,52,29-7-2022 09:53,,E xin jd với ạ,2491
11,52,27-7-2022 13:16,,E xin jd với ạ,2493
12,52,29-7-2022 16:49,,Cho mình xin jd với bạn,2495
13,52,27-7-2022 11:04,,E xin jd ạ,2497
14,52,24-7-2022 14:46,,"Hãy nhớ điều cha dạy
""Con ơi nhớ lấy điều này
1 đêm ăm trộm bằng 3 năm làm"". … Xem thêm",2499
15,52,,,e xin jd ạ,2500
16,52,26-7-2022 09:03,,mình xin jd với b,2502
17,52,26-7-2022 02:03,,Mk xin jd java ạ,2504
18,52,24-7-2022 17:50,,Cho e xin jd với ạ,2506
19,52,30-7-2022 20:28,,cho e xin jd với ạ,2508
20,52,24-7-2022 15:04,,Em xin jd ạ,2510
21,52,24-7-2022 11:21,,Xin jd,2512
1,53,8-8-2022 12:46,,Em xin jd intern android java ạ,2515
2,53,,,Em xin jd với ạ!,2516
3,53,8-8-2022 13:35,,Phiền chị gửi cho em xin JD Android intern ạ.,2518
4,53,21-9-2022 13:52,,chị ơi mình còn tuyển ios intern ko ạ,2520
5,53,,,Em xin jd intern android ạ,2521
6,53,8-8-2022 12:03,,cảm ơn admin ạaa Khánh Ngà,2523
7,53,8-8-2022 23:25,,"KHÔNG YÊU CẦU KINH NGHIỆM, chỉ cần tiếng anh thành thạo !!!",2524
8,53,,,Chị ơi có tuyển tts AI ko ạ,2525
9,53,8-8-2022 13:30,,Hưng Nguyễn Nguyen Quoc Tuan =)),2527
10,53,8-8-2022 17:42,,Cho em xin jd intern Android với ạ,2531
11,53,8-8-2022 15:19,,Cho em xin jd intern Android với ạ,2533
1,54,22-7-2022 21:27,,Em xin jd intern java backend,2535
2,54,,,E xin jd intern reactjs với ạ,2536
3,54,20-7-2022 15:30,,em xin jd ạ,2538
4,54,20-7-2022 16:58,,em xin jd ạ,2541
5,54,20-7-2022 20:10,,E xin jd intern reactjs với ạ,2543
6,54,21-7-2022 16:56,,Em xin jd Nodejs ạ,2545
7,54,,,e xin jd java ạ,2547
8,54,,,E xin jd kotlin với ạ,2549
9,54,20-7-2022 18:00,,hh,2551
10,54,,,em xin jd nodejs ạ,2552
11,54,20-7-2022 15:39,,Em xin jd reactjs ạ,2554
12,54,,,còn tuyển tts reactjs ko ạ,2556
13,54,20-7-2022 15:42,,e xin job reactjs ạ,2558
14,54,21-7-2022 20:25,,Em xin jd react native với ạ,2560
15,54,,,e xin jd node ạ,2562
16,54,,,Em xin jd intern java backend ạ,2564
17,54,21-7-2022 12:00,,em xin jd với ạ,2567
18,54,23-7-2022 08:47,,Em xin jd java backend với ạ,2569
19,54,,,Em xin jop java/node/react vs ạ,2570
20,54,23-7-2022 15:02,,"SALEWORK tuyển dụng FULLSTACK DEV
Quyền lợi:
• Lương cứng 20 – 35 triệu /tháng. Thưởng hiệu quả công việc theo tháng. Xét tăng 2 lần/ năm.… Xem thêm",2571
21,54,,,Em xin jd intern reactJs ạ,2572
22,54,20-7-2022 15:27,,Em xin jd Reactjs với ạ.,2574
23,54,20-7-2022 16:16,,Em xin jd node js với ạ,2576
24,54,20-7-2022 22:04,,e xin jd java ạ,2578
25,54,,,cho mình xin jd với,2580
26,54,,,Em xin jd intern java be ạ,2582
27,54,,,Đã ib ạ,2584
28,54,,,em xin jd vs ạ,2585
29,54,,,R xin intern react vs ạ,2587
30,54,20-7-2022 15:51,,Em xin jd nodejs với ạ,2589
31,54,20-7-2022 20:38,,em xin Jd java ạ,2592
32,54,21-7-2022 07:29,,em xin jd với ạ,2594
33,54,,,Em xin ứng tuyển vị trí thực tập sinh java backend,2596
34,54,21-7-2022 19:28,,Em xin jd reactjs ạ,2598
35,54,20-7-2022 20:18,,Check ib e voi,2600
36,54,,,Em xin jd java backend với ạ,2601
37,54,,,e xin jd java ạ,2603
38,54,21-7-2022 22:12,,Em xin jd java với ạ,2605
39,54,,,e xin jd java ạ,2607
40,54,,,E xin jd intern flutter vs ạ,2609
41,54,20-7-2022 19:41,,Em xin jd java intern be với ạ,2611
42,54,21-7-2022 18:26,,em xin jd ạ,2613
43,54,,,Mình xin jd ạ,2614
44,54,,,e xin jd intern reactjs ạ,2616
45,54,20-7-2022 17:19,,xin jd kotlin ạ,2618
46,54,21-7-2022 03:13,,Em xin jd intern Java ạ,2620
47,54,20-7-2022 18:46,,"Kotlin không phải koitlin
ạ",2623
48,54,22-7-2022 17:38,,E xin jd,2625
49,54,20-7-2022 15:41,,E xin ja java be,2627
50,54,20-7-2022 23:25,,xin jd ạ,2629
51,54,21-7-2022 10:56,,em xin jd java ạ,2631
52,54,21-7-2022 18:28,,em xin jd fresher nodejs ạ,2633
53,54,20-7-2022 17:55,,Lê Tuấn Hiệp jd ngon kìa,2635
54,54,,,Em xin jd IOS ạ,2636
55,54,,,E xin jd intern reactjs với ạ,2637
56,54,20-7-2022 16:14,,Em xin jd reactjs với ạ,2639
57,54,21-7-2022 08:35,,Mình xin jd java ạ,2641
58,54,20-7-2022 17:16,,Lê Tuấn Hiệpn,2643
59,54,,,E xin jd intern java với kotlin ạ,2644
60,54,20-7-2022 19:33,,e xin jd java ạ,2646
61,54,21-7-2022 10:15,,.,2648
62,54,25-7-2022 16:26,,Em xin jd intern java backend,2650
63,54,20-7-2022 15:18,,.,2652
64,54,,,.,2653
65,54,,,.,2654
66,54,,,Em xin JD intern ReactJS và ReactNative ạ,2655
67,54,4-8-2022 21:43,,Em xin JD nodejs với ạ,2657
68,54,,,dạ cho e xin jd với ạ,2658
69,54,21-7-2022 07:58,,Ib reactjs,2660
70,54,,,=(( có bạn nữ nào không e ib dùm cho chị ơi,2661
1,55,13-10-2021 06:33,,bên mình còn tuyển k ạ,2665
2,55,,,bên mình vẫn tuyển nhé!,2666
3,55,,,Em cần tìm việc Fresher PHP và Lavarel ở TPHCM ạ,2667
4,55,,,Nguyet Anhh Nguyen,2668
5,55,,,ib em với,2669
6,55,15-9-2021 23:36,,Em quan tâm lắm ạ!,2671
7,55,14-9-2021 08:05,,e quan tâm ạ!,2673
8,55,16-9-2021 00:53,,Ib mình với,2675
9,55,13-9-2021 19:36,,Có tuyển người làm parttime online từ xa ko bạn ơi?,2677
10,55,,,E quan tâm ạ,2680
11,55,12-9-2021 21:00,,"mình quan tâm đến khóa này, b ib mình với nhé",2682
12,55,12-9-2021 13:22,,Em quan tâm ạ,2684
13,55,,,em quan tâm ạ!,2685
14,55,,,em quan tâm ạ,2686
1,56,22-7-2022 11:07,,em xin jd front-end ạ,2689
2,56,22-7-2022 10:31,,em xin jd front-end ạ,2694
3,56,22-7-2022 00:49,,Em xin jd Fe ạ,2697
4,56,22-7-2022 07:54,,Em xin jd fe ạ,2699
5,56,22-7-2022 11:11,,Em xin jd frontend ạ,2701
6,56,22-7-2022 05:42,,Em xin thông tin ạ,2703
7,56,22-7-2022 12:10,,Cho em xin JD Frontend với ạ,2705
8,56,22-7-2022 01:29,,em xin jd front-end ạ,2707
9,56,22-7-2022 10:58,,"TUYỂN GẤP ĐI LÀM TRONG THÁNG 7
Công ty CP ATA HOLDINGS chuyên về chăm sóc sức khoẻ, sắc đẹp và y tế đang cần tuyển gấp vị trí Nhân viên IT làm việc tại trụ sở chính có địa chỉ tại Hàm Nghi, Cầu Diễn, Nam Từ Liêm, Hà Nội.
Mức lương 10.000.000-… Xem thêm",2709
10,56,,,E xin job front end,2710
11,56,23-7-2022 07:21,,E xin job java a,2712
12,56,,,e xin jd fresher java ạ,2713
13,56,,,Em xin JD Frontend với ạ,2714
14,56,,,b check ib mình nha,2715
15,56,,,em xin jd Front-End ạ,2716
16,56,23-7-2022 00:02,,Em xin jd java với ạ,2718
17,56,,,Em xin jd java với ạ,2719
18,56,22-7-2022 20:41,,Em gửi CV của em tới mail của anh rồi ạ. Email của em là nguyenbakhoi.hust@gmail.com,2721
19,56,23-7-2022 11:33,,E xin jd ạ,2723
20,56,,,Em xin tt ạ,2724
21,56,22-7-2022 15:26,,e xin jd ạ,2726
22,56,22-7-2022 06:02,,mình xin jd Frontend vs,2728
23,56,23-7-2022 00:30,,Bảo Long xin chân với,2730
24,56,22-7-2022 21:50,,em xin jd java ạ,2732
25,56,23-7-2022 23:55,,Thuần Nguyễnn,2734
26,56,,,Cho em xin jd với ạ,2735
27,56,22-7-2022 07:34,,.,2737
28,56,23-7-2022 15:09,,E xin jd FE và java vs ạ thanks,2740
29,56,,,E xin jd FE ạ,2741
30,56,,,E xin jd fe với ạ,2742
31,56,22-7-2022 00:49,,Em xin jd fe với ạ,2744
